tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
9.60683364118954,9.67419707110396,1.12653229088393,6.6465829115011,4.24872097521604,-1.36086268556499,-1.6444221670024,-1.24343612264865,0.34659260994565,0.33488313680731,0.943077665125593,0.867159229450988,0.0058559979990362,0
1.77983403088708,1.34199951707209,5.51204423713622,5.61881919690052,4.33422792296727,-1.65978804367114,-0.693636039540521,-1.98080383975561,0.736797245782252,0.384706406157039,0.732971454382996,0.709538405171891,0.0219182171609653,0
4.58569026236781,8.73374083781579,4.13339093405691,2.43305621589938,4.54580605332541,-1.79575259648651,-0.760712359901925,-1.98934109693698,0.749258464681967,0.0515257160812942,0.7693781749821,0.568069446585591,0.0297517611658341,0
9.35541954576937,3.139747203729,2.99761741895234,4.84628792735888,4.03593634420459,-1.18166444844678,-1.03763700665794,-1.81663488909987,0.823626806874707,0.38318516945357,0.149698734038634,0.464116882008045,0.0143187453751164,0
6.50921265387078,5.56585318157736,4.03038604209707,8.99207031560852,3.28788892644503,-0.71618774347934,-1.19246883448339,-1.3792323484823,0.699352136839004,0.468202476648694,0.42813751733591,0.833837722293895,0.0636729732712458,0
8.25480547540116,7.1965053305913,6.64244645298588,8.3666037263834,3.92785146099609,-1.03741846316507,-1.48735252389885,-1.40308047393217,0.334032320979843,0.921507078342694,0.901161243150347,0.623502828809886,0.08794698362274,0
8.75193033697443,6.82316409080309,8.92910035797126,6.41104194687717,3.51047263150936,-0.707617978335626,-1.40669517351136,-1.39615947966237,0.410499881049839,0.425308194139858,0.597661386873357,0.900678112435092,0.0692320469907328,0
5.53856565442017,3.4790141141299,4.23941506385523,3.56624868626966,3.45338343129821,-1.59331205661171,-0.768967400628142,-1.09110397405836,0.894725262736079,0.720867640465159,0.850312796591196,0.198311538595884,0.0740989351818565,0
4.09196769070005,8.49119578886418,6.68838069166687,5.55245690452557,2.71167562719552,-0.554849512504716,-0.919886445621785,-1.23693966906902,0.989597166556884,0.64845296574265,0.743016043426823,0.776523616320706,0.0904176548190168,0
8.65920896986948,7.28911291116443,9.66773699453975,9.35228182106519,3.96152792104811,-0.738473765649949,-1.55238051681869,-1.67067363857947,0.375039680798236,0.715260536785022,0.577489140680498,0.919444072630934,0.0784920142186131,0
3.00962183075546,6.16260562975464,0.831112580565538,3.90916647969288,3.84528911184162,-1.57071918751491,-1.66305144206297,-0.611518482263735,0.749769456300641,0.143938846098231,0.393560609370593,0.373265056210153,-0.0516094992133745,1
7.86925058471438,9.37287644952962,9.47519940652341,0.68850290014348,4.12836809838007,-1.51130696212905,-1.32395306155048,-1.29310807470054,0.803326837863127,0.689139093085056,0.951537228494519,0.590223300412253,0.0565606715820597,0
