tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stab,stabf
9.60683364118954,9.67419707110396,1.12653229088393,6.6465829115011,4.24872097521604,-1.36086268556499,-1.6444221670024,-1.24343612264865,0.34659260994565,0.33488313680731,0.943077665125593,0.867159229450988,0.005195955563720901,0
1.77983403088708,1.34199951707209,5.51204423713622,5.61881919690052,4.33422792296727,-1.65978804367114,-0.693636039540521,-1.98080383975561,0.736797245782252,0.384706406157039,0.732971454382996,0.709538405171891,0.014759848893871465,0
4.58569026236781,8.73374083781579,4.13339093405691,2.43305621589938,4.54580605332541,-1.79575259648651,-0.760712359901925,-1.98934109693698,0.749258464681967,0.0515257160812942,0.7693781749821,0.568069446585591,0.009170022596233458,0
9.35541954576937,3.139747203729,2.99761741895234,4.84628792735888,4.03593634420459,-1.18166444844678,-1.03763700665794,-1.81663488909987,0.823626806874707,0.38318516945357,0.149698734038634,0.464116882008045,0.02710366264283766,0
6.50921265387078,5.56585318157736,4.03038604209707,8.99207031560852,3.28788892644503,-0.71618774347934,-1.19246883448339,-1.3792323484823,0.699352136839004,0.468202476648694,0.42813751733591,0.833837722293895,0.009156887128569397,0
8.25480547540116,7.1965053305913,6.64244645298588,8.3666037263834,3.92785146099609,-1.03741846316507,-1.48735252389885,-1.40308047393217,0.334032320979843,0.921507078342694,0.901161243150347,0.623502828809886,0.02301753084155887,0
8.75193033697443,6.82316409080309,8.92910035797126,6.41104194687717,3.51047263150936,-0.707617978335626,-1.40669517351136,-1.39615947966237,0.410499881049839,0.425308194139858,0.597661386873357,0.900678112435092,0.016495258510996938,0
5.53856565442017,3.4790141141299,4.23941506385523,3.56624868626966,3.45338343129821,-1.59331205661171,-0.768967400628142,-1.09110397405836,0.894725262736079,0.720867640465159,0.850312796591196,0.198311538595884,0.019060280929100535,0
4.09196769070005,8.49119578886418,6.68838069166687,5.55245690452557,2.71167562719552,-0.554849512504716,-0.919886445621785,-1.23693966906902,0.989597166556884,0.64845296574265,0.743016043426823,0.776523616320706,0.024532832480695817,0
8.65920896986948,7.28911291116443,9.66773699453975,9.35228182106519,3.96152792104811,-0.738473765649949,-1.55238051681869,-1.67067363857947,0.375039680798236,0.715260536785022,0.577489140680498,0.919444072630934,0.022957506930283558,0
4.58473538934096,5.787992220069608,3.813430490520368,4.90478532883614,3.751316748530761,-1.5478572984556578,-1.3364916839327454,-0.9300358335214308,0.5559476442512196,0.4597846917625056,0.5903032077886117,0.5132267007503662,0.027092749704279863,1
7.86925058471438,9.37287644952962,9.47519940652341,0.68850290014348,4.12836809838007,-1.51130696212905,-1.32395306155048,-1.29310807470054,0.803326837863127,0.689139093085056,0.951537228494519,0.590223300412253,0.010357793789664935,0
6.52095980022617,6.45494412615057,3.82754907897471,2.7136532827123,3.26120964848221,-1.33839712539053,-1.36618867705661,-0.556623846035067,0.658997270316276,0.628716981360625,0.221744850465587,0.417847132000144,0.029299400400038877,0
6.55637436034989,5.59166927385497,4.37179461759379,3.93963570307149,4.69512555241707,-1.70231792538158,-1.40655741713967,-1.58625020989582,0.540497118467124,0.261828701823791,0.0843665052493371,0.552801930058987,0.008171277892480969,0
8.87155848547126,9.26580067879423,5.61190173598976,6.52092575180965,4.29651527544653,-1.81537696292502,-1.13999815142299,-1.34114016109852,0.906564714997258,0.927600225609833,0.834428286200754,0.483806175281482,0.012202716019539343,0
4.33032232336501,3.54096038735321,4.7433269275377,6.10571340636153,3.25425372792428,-1.42218693310511,-1.18490503987367,-0.647161754945503,0.80578056266919,0.0898843720345118,0.875022269886224,0.641207692436376,0.012985189573921505,0
7.42279663084238,7.56821216268244,5.93535984603433,0.599771403242496,3.06499121234833,-1.15530140146686,-0.869672259519854,-1.04001755136162,0.347179513625399,0.982046282453915,0.378197597735013,0.120649481687221,0.00941439027360489,0
3.87977055207764,6.38411740240509,1.36219919267313,9.72093548750512,3.58235831537722,-1.37845756884563,-1.00883659410542,-1.19506415242617,0.835323852414963,0.596304768564381,0.061987519830442,0.287145678483961,0.02571149601853596,0
6.141726559338715,7.157521386976623,7.375421671652488,3.9404181917959855,3.8179727110755253,-1.415303254945577,-1.2824380462093732,-1.3110420894939785,0.6621499315746817,0.23531440354588393,0.4804908800585989,0.5681732755962111,0.06104468865835144,1
8.69091205922438,2.7066396456111,9.80256402156531,3.62372867018301,3.30009709768669,-0.924591813350411,-0.959827589071088,-1.41567769526519,0.550107722800325,0.974773500746651,0.249461027412663,0.710381345046691,0.028867293824965248,0
1.7125885393035,5.9085055384641,3.8580421860835,6.88867965889751,4.71181119895783,-1.45717889755006,-1.46177338087879,-1.79285892052898,0.685386826107077,0.861231861963248,0.324044806757489,0.335645049435396,0.012264705049600526,0
4.82587930016532,6.70527387933736,9.04583987503087,3.95497431016869,4.76768868555775,-1.57576470378074,-1.53492490412182,-1.65699907765519,0.328677079374163,0.790449985404853,0.937129300452557,0.622044052899851,0.014101252401906721,0
4.64842380029048,8.8557331027057,6.01256910010333,4.76991780090757,3.49185136578105,-0.937352427165175,-1.09403222809084,-1.46046671052503,0.616723604625589,0.13505814319095,0.838903997313492,0.681784670190861,0.021036686398500842,0
5.11563262044347,5.71187278541522,5.84566204550601,6.25440658410275,4.22253342446743,-1.32074622618257,-1.32206670487956,-1.5797204934053,0.449610910846508,0.208083712004693,0.942931445220511,0.656163022422383,0.014981474062353027,0
7.96148447231264,3.881030380225,7.35965987398233,7.01682519234143,3.67534133481797,-0.501580528471712,-1.87643154742718,-1.29732925891908,0.311359870318816,0.366317321358562,0.948552305799573,0.887182387672545,0.007093812750465424,0
5.56720682024518,6.19416867635875,3.733002876295,2.61131295504083,3.788588250097,-1.46310388606769,-0.92592067209346,-1.39956369193585,0.539161193275192,0.274401373116465,0.526354558576903,0.999409449792932,0.011954151856624878,0
